ID,KATEGORI,INTENT/TRIGGER,RESULT,Solution
KB790,General IT Support,inventory price admin for internalemailredacted internalemailredacted internalemailredacted,inventory price admin for internalemailredacted internalemailredacted internalemailredacted,Error generating solution.
KB791,Account,activated users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location surabaya join date 632024,activated users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location surabaya join date 632024,Error generating solution.
KB792,Account,activated users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location surabaya join date 632024,activated users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location surabaya join date 632024,Error generating solution.
KB793,Account,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location semarang join date 632024 requested hr kariena permanasari,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location semarang join date 632024 requested hr kariena permanasari,Error generating solution.
KB794,SaaS Access,rizkyfajar cant access retool,rizkyfajar cant access retool,Error generating solution.
KB795,Account,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location surabaya country id,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location surabaya country id,Error generating solution.
KB796,SaaS Access,selamat sore email ac saya tersuspend email internalemailredacted mohon bantuannya,selamat sore email ac saya tersuspend email internalemailredacted mohon bantuannya,Error generating solution.
KB797,SaaS Access,stock report page on retool production for akanksha barot,stock report page on retool production for akanksha barot,Error generating solution.
KB798,Account,gada iswara locked out from okta,gada iswara locked out from okta,Error generating solution.
KB799,Account,deactivated users offboarding user account internalemailredacted designation logistic and fulfillment executive department operation location surabaya country id,deactivated users offboarding user account internalemailredacted designation logistic and fulfillment executive department operation location surabaya country id,Error generating solution.
KB800,Account,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location semarang country id,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location semarang country id,Error generating solution.
KB801,MFA,reset mfa for rachmathandigdo due to user mobile phone got broken,reset mfa for rachmathandigdo due to user mobile phone got broken,Error generating solution.
KB802,Hardware,triantikaciputris laptop is freeze showing out of memory notification on browser,triantikaciputris laptop is freeze showing out of memory notification on browser,Error generating solution.
KB803,SaaS Access,ahmalsaroni need access on shared drive,ahmalsaroni need access on shared drive,Error generating solution.
KB804,Account,rahmat hidayat okta account suspended,rahmat hidayat okta account suspended,Error generating solution.
KB805,SaaS Access,helida cant access retool his input always stuck on loading,helida cant access retool his input always stuck on loading,Error generating solution.
KB806,General IT Support,ferdilla sukma wirantri cant use google chrome because chrome always snaps and gives an out of memory notification,ferdilla sukma wirantri cant use google chrome because chrome always snaps and gives an out of memory notification,Error generating solution.
KB807,Hardware,vincentiusanugrahs laptop lagging become unusable,vincentiusanugrahs laptop lagging become unusable,Error generating solution.
KB808,Hardware,setup printer in adilbudiutamas laptop,setup printer in adilbudiutamas laptop,Error generating solution.
KB809,General IT Support,cj office printer stopped working all icon light blinking,cj office printer stopped working all icon light blinking,Error generating solution.
KB810,Hardware,idayantis laptop lagging slowing down,idayantis laptop lagging slowing down,Error generating solution.
KB811,Account,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location lampung country id,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location lampung country id,Error generating solution.
KB812,Account,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location semarang country id,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location semarang country id,Error generating solution.
KB813,Hardware,wh cj process ship stuck on loading screen in dear system,wh cj process ship stuck on loading screen in dear system,Error generating solution.
KB814,MFA,reset mfa for herisiswanto due to user resetting his mobile phone,reset mfa for herisiswanto due to user resetting his mobile phone,Error generating solution.
KB815,Account,activated users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location surabaya join date 12032024,activated users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location surabaya join date 12032024,Error generating solution.
KB816,Account,deactivated users offboarding user account internalemailredacted designation sales supervisor department commercial agriinput location surabaya country id,deactivated users offboarding user account internalemailredacted designation sales supervisor department commercial agriinput location surabaya country id,Error generating solution.
